rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
4.0,This is small but lovely enough and worth a visit if convenient. It's loaded with photo opportunities - a bit more style than substance but such is fashion. Good people watching too.,Small but lovely,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,NorCalifMom,"Shorewood, WI,116 contributions",,"Written March 11, 2020"
4.0,"Enjoyed the shade of the Jardin Majorelle, we went in 32 degrees and it was lovely as it was shaded. Small garden but worth 70 dirhams entry price, plants are gorgeous but can get crowded.",Beautiful cacti and pools,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Susan,"Huddersfield, UK,101 contributions",,"Written March 11, 2020"
5.0,"Beautiful gardens , very popular , long but quick queue to get in . Brilliant colours and lots of photo opportunities. Although very busy most tourists were friendly and took turns to photograph each other, so didn’t have to rely on selfies. Highly recommended.",A photographers dream !,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Weloveholidays1967,"Durham, UK,750 contributions",,"Written March 11, 2020"
4.0,"I enjoyed the gardens, but thought the Berber museum was the most interesting piece of this place. It has lots of info on the Berber people, including maps, clothing, jewelry, and more. If you're of the Instagram type, the gardens provide a nice backdrop for that. Get there early - there was a line when we arrived at 10. If there is a long line, you can buy tickets 100m up the road at the Yves Saint Laurent museum as well.",Nice gardens and informative museum,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Taylor Guss,"Boston, MA,321 contributions",,"Written March 11, 2020"
3.0,We had to pay for the garden even though we only wanted to visit the Berber  museum( at another cost!) The museum was very well laid out and really interesting. Quite long queues to get in. Need more payment booths.,Overpriced,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,var1957,"St. Neots, UK,86 contributions",,"Written March 11, 2020"
1.0,"just avoid, it’s £7/8€ for something we have for free in so many european cities for free, they are bigger and beautiful. in my opinion just avoid marrakech and spend one or 2 nights in the desert or just go for all inclusive hotel. all of the gardens in marrakech are small, you can see them in 10 min. the cactus are full of graffiti names, it’s overcrowded with wannabe influencers, lost tourists and one expensive caffee",tourist trap,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Fábio B,10 contributions,,"Written March 11, 2020"
3.0,If you like architecture or gardens you’ll appreciate it. Also those that want colorful profile pics for social media. But overall a bit pricey and overrated.,Nice but a bit overpriced,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Passport48403,5 contributions,,"Written March 10, 2020"
4.0,Really well done garden - just take care to time it well to avoid a mob scene.   Very easy to get to from Marrakech.    Suggest Amal as a good restaurant nearby before/after.,Timing is everything!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Apr 2019,,Charlie H,"Coldstream, Canada,7 contributions",,"Written March 10, 2020"
4.0,"Nice garden, full of beautiful trees, cacti, ponds and water features. We went down about mid-day to find a huge queue outside. So decided to come back early the next day when they opened 8am. Worked out perfectly, no queue and only a few people dotted about, ideal for getting the photos without people walking in front of you. We got the combo ticket so we could go into the Berber museum and the YSL museum just down the road. The YSL museum opens at 10am so we had plenty of time to walk around the garden before heading over for when it opened. Again walked right in because we already had the tickets. If you're into fashion and all that it's worth a look, my wife loved it.",Beautiful but can get crowded.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Jamie G,"Devon, UK,21 contributions",,"Written March 10, 2020"
5.0,I knew as I entered that the garden would be a wonderful place to spend the morning. Soothing shapes and colors and well maintained,Beautiful and peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Karen W,2 contributions,,"Written March 10, 2020"
5.0,A few hours spent away from the hustle and bustle of medina life is a welcome break. This tranquil garden made famous by Yves Saint-Laurent in the 1980's is still a beautiful retreat and well worth a visit.,A must see in Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,May 2019,,Chalcol,"London, UK,4 contributions",,"Written March 10, 2020"
5.0,Great secret place. It is an amazing place and a must see. The cafe had a great menu and the staff were great.,Amazing garden!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Sam M,"Blue Mountains, Canada,10 contributions",,"Written March 9, 2020"
5.0,"Stunning, bold, bright colours. Huge range of plants & flowers. Gorgeous surroundings, picturesque & so tranquil.",Breathtaking,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,beki l,35 contributions,,"Written March 9, 2020"
5.0,A quiet oasis of calm and beauty from the madness of the medina ... a truly stunning place to spend an afternoon,An oasis of calm and beauty,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,johnlinney_uk,"Upton Noble, UK,35 contributions",,"Written March 9, 2020"
4.0,"Lovely garden, good to have a walk around and a bit of peace from the bustling Medina. Lots of plant and wild life to see. A few nice spots for photos. The Berber museum is inside also. It's small but it's ok. There is a cafe, but I wasn't in so cannot give an opinion.",Very pretty,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Edward,"Belfast, UK,2 contributions",,"Written March 9, 2020"
4.0,A nice oasis in the center of Marrakech! Don't miss the berber traditional art and jewellery museum - a must see!,YSL Gardens!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2019,,Panosamos,"Samos, Greece,46 contributions",,"Written March 9, 2020"
5.0,Very beautiful garden and place. We were there at the beginning of March and it was still a bit crowded. They have great discounts for students.,Beautiful!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or940-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Viktoria Nordin,"Stockholm, Sweden,5 contributions",,"Written March 9, 2020"
5.0,"As mentioned buy combo ticket  at YSL musee and visit here first . The lines for the garden were long. The gardens are a separate entrance about fifty yards from Musee. Before viewing the gardens take a break in one of the many nearby cafes.  There are also cafes inside both the garden venue and musee , all are busy. The Berber museum ,within the gardens , was very interesting and was included in our combo ticket.",Worth a stop,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Glebegirl,"Massachusetts,188 contributions",,"Written March 9, 2020"
4.0,"This is a unique garden. It is also known as Yves Saint Laurengarden as he designed it with plants collected on his travels. Well worth going to for the Cacti there. It also has a small restaurant. A lovely day out, but can have long queues to enter.",Well laid out,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,William R,"Dunstable, UK,235 contributions",,"Written March 9, 2020"
5.0,"Lovely garden in the middle of the city. Best to go there early morning or end of the day to avoid the crowd and make the most of this quiet and relaxing place. The blue color is nice but nothing special - they could have made it orange or pink, doesn't change much. But the beauty of the place and the nature is fantastic.",beautiful and romantic,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Aug 2019,,Thomas T,"Dubai, United Arab Emirates,65 contributions",,"Written March 9, 2020"
1.0,The quintessential tourist trap scam of a place that has very little to offer. Nothing worth visiting here as the property has no home to visit and a concrete marker of a memorial. Its is overcrowded and a giant disappointment. $18.00 per person we left feeling violated and shafted.,Giant Ripoff that should be avoided by all visitors to Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,world traveler,"Fort Lauderdale, FL,176 contributions",,"Written March 8, 2020"
4.0,"For my first three days in Marrakech in early february, it seemed like there were few tourists. But this place was very crowded with tourists. I'm sorry I didn't take the advice I read about going there first thing in the morning.",Busy place,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020 • Friends,,Zaira,"Mexico City, Mexico,3 contributions",,"Written March 8, 2020"
4.0,"This is more advertised garden  with the connection Yves St Laurent. Lovely garden quite arty, understandably we had to queue to get in even on a Monday.  Nice  cafe in the garden recommend the marjorelle  club sandwich.",Jardin Marjorelle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Christine B,"Rotherham, UK,4 contributions",,"Written March 8, 2020"
5.0,"Lovely colourful gardens, very nice Yves Saint Laurent museum showing the mix of his haute couture and his daily fashion creations.  Also the Berber museum was interesting. The snack restaurant offers a nice variety of bits and pieces.",Fantastic Museum and beautiful gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Vivi V,"Kapelle-op-den-Bos, Belgium,62 contributions",,"Written March 8, 2020"
3.0,"It is nice but I think seeing all the beautiful mosaics that are available in this country, they could have done something much nicer. The blue everywhere is nice but it all looks very average.",it was ok,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020 • Friends,,Beatrice Rohan,"Zurich, Switzerland,176 contributions",,"Written March 8, 2020"
5.0,"The Museum showed how diverse Yves Saint Laurent mind was and what an eclectic mix of haute couture and daily fashion he created. (And I'm a male philistine in this area) It held me captivated for 2.5 hours and taught me a great deal. The cafe was great and reasonably priced. The gardens were spectacular with a wide diversity of plants and trees from all over the world. Again, we spent over 2 hours and didn't see the same thing twice.",A real eye opener. The museum was amazing and the gardens wonderous.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or950-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Tim B,"Bodmin, UK,5 contributions",,"Written March 8, 2020"
